id,score,n_hallu,n_object,len,g_mean_hallu,g_mean_object,g_mean_other,s_mean_hallu,s_mean_object,s_mean_other,quadrant_global,quadrant_soft,image_file
779,0.11554057612083853,2,4,97,-0.005609571933746338,0.049455585423856974,0.10042960196877394,-0.005685506854206324,-0.013606429100036621,0.0038375123206476148,bad_both,bad_hallu,AMBER_779.jpg
782,0.1242565780677296,4,16,103,0.039871878921985626,0.0449037473485987,0.03386569029816562,0.007041066884994507,0.01611024320055776,-0.0010830764752985903,sledgehammer,sledgehammer,AMBER_782.jpg
792,-0.0431772730311155,8,17,137,-0.04227628682201612,-0.0011050234178957693,0.0642222125843099,-0.03317302567938896,-0.020625986071536317,0.00911343163751813,bad_hallu,bad_hallu,AMBER_792.jpg
797,0.17507984612799476,4,19,126,0.11705225706100464,0.022642809978103622,0.06917594066435943,0.019544009119272232,0.00455616605694032,0.008112043116243601,sledgehammer,sledgehammer,AMBER_797.jpg
807,-0.3443800699840721,2,17,112,-0.24141079932451248,0.013940514198164985,0.08221087916664997,-0.18712880462408066,0.0022068655488885055,0.015865965480726676,bad_both,bad_both,AMBER_807.jpg
808,0.30018174361488065,2,17,127,0.22805044800043106,0.03202817454803153,0.0726937846856833,0.015091732144355774,0.007412417410224033,0.009147653337394061,sledgehammer,sledgehammer,AMBER_808.jpg
825,0.12164771365415718,2,9,85,0.05179979093372822,0.004084899814592468,0.06901387281573694,0.032231361605226994,-0.03191599167055554,0.003391918076093478,sledgehammer,ideal,AMBER_825.jpg
838,0.025255749622980737,2,3,84,0.10043668746948242,-0.03540720542271932,0.07895495031645848,-0.021927326917648315,-0.015053369104862213,0.010889113396403813,ideal,bad_hallu,AMBER_838.jpg
839,0.6095662748813628,2,10,69,0.295859158039093,0.13725592494010924,0.027232798054013217,0.11803984642028809,0.05906984210014343,-3.3230909346521164e-05,sledgehammer,sledgehammer,AMBER_839.jpg
841,0.3692277616510789,2,9,113,0.2454911172389984,0.03596808078388373,0.04737365217151284,0.07669201493263245,0.007564619804422061,0.0014710704159575008,sledgehammer,sledgehammer,AMBER_841.jpg
853,0.6211611517001681,3,4,120,0.399454265832901,0.0740923846460646,0.05550609059414697,0.15409387151400247,0.04096839201156399,0.007353033029510021,sledgehammer,sledgehammer,AMBER_853.jpg
857,0.7884853431785649,2,11,99,0.6425637006759644,0.004553132436492227,0.07130297146510244,0.183450847864151,-0.006240964697843248,0.003953733678795394,sledgehammer,ideal,AMBER_857.jpg
858,0.2523696770440438,2,8,82,0.03292176098693744,0.13394958339631557,0.10258184987075462,0.014873385509417858,0.07137711439281702,0.01315923030142585,sledgehammer,sledgehammer,AMBER_858.jpg
859,0.5754579002796095,2,27,94,0.387751440750435,0.013954181666863238,0.09657073121164172,0.21189798787236214,-0.007232223626184957,0.026933058248841218,sledgehammer,ideal,AMBER_859.jpg
864,-0.004015600432952238,2,6,83,-0.10268008708953857,0.10292566443483035,0.06027006487214142,-0.09262213110923767,0.05244706943631172,0.005067951771816297,bad_both,bad_both,AMBER_864.jpg
868,-0.027622680697176195,3,9,122,-0.08388149241606395,0.03148628936873542,0.034130873675927764,-0.040122603376706444,-0.012562331226136949,-0.0025476611407446565,bad_both,bad_hallu,AMBER_868.jpg
869,0.4802416995167732,2,10,99,0.17316684126853943,0.11503040343523026,0.06856449460277789,0.10727259516716003,0.01756903827190399,0.00996001191373287,sledgehammer,sledgehammer,AMBER_869.jpg
873,0.6238027581437067,2,11,107,0.3326582759618759,0.060579057105562904,0.068872555396275,0.209142804145813,-0.0095588280396028,0.007248342580487951,sledgehammer,ideal,AMBER_873.jpg
876,0.3261669100993978,2,14,130,0.169845849275589,0.025285897477130805,0.07038099342908984,0.11542674899101257,-0.016577801733676876,0.005877488157119315,sledgehammer,ideal,AMBER_876.jpg
889,0.26546831279993055,2,4,65,0.23697009682655334,-0.04818577691912651,0.04383897260589238,0.10681214928627014,-0.04978201724588871,0.005761059994075228,ideal,ideal,AMBER_889.jpg
890,-0.048417698591947556,2,8,118,0.05043712258338928,-0.10482775047421455,0.07401307059485084,0.020002692937850952,-0.09813695400953293,0.007920012356289927,ideal,ideal,AMBER_890.jpg
893,0.5079816565745408,2,9,103,0.3251315951347351,-0.00039799180295732286,0.10078420422316571,0.16523031145334244,-0.05672035449080997,0.00959056323372055,ideal,ideal,AMBER_893.jpg
896,-0.12870890855789185,2,5,71,-0.10747659206390381,-0.006401515752077103,0.08312603111949102,-0.13039624691009521,-0.0701069924980402,0.007257015389257049,bad_hallu,bad_hallu,AMBER_896.jpg
907,0.31804397865111184,12,11,121,-0.0008789618686175041,0.1557749236341227,0.12514420450720443,-0.001169736901071398,0.0191358963704922,0.017102591875476608,bad_both,bad_both,AMBER_907.jpg
908,0.17790363609790802,5,6,120,0.17569454964250325,-0.012484718579798937,0.07931668366074869,0.06219788882881403,0.011552545707672834,0.009736021580699234,ideal,sledgehammer,AMBER_908.jpg
915,0.06673130676150321,2,10,122,0.06132867932319641,-0.005787859857082367,0.1271034405466377,0.00177793949842453,-0.014076134562492371,0.023209896552271982,ideal,ideal,AMBER_915.jpg
916,-0.00387089132685408,6,10,123,-0.059896433876322895,0.06601486122235656,0.05547819455036023,-0.08164023029530654,0.026715825777500868,0.004105692717364724,bad_both,bad_both,AMBER_916.jpg
922,0.10564345590343388,2,12,109,-0.06659393012523651,0.11506151969721638,0.05614077091941956,-0.10691992938518524,0.005045005612979973,0.009011375473576328,bad_both,bad_both,AMBER_922.jpg
926,0.22688685498599498,3,7,113,0.2116133173306783,-0.008359995404524463,0.06203612420319843,0.012163440386454264,-0.020959266062293733,0.005580375854593,ideal,ideal,AMBER_926.jpg
932,0.3293802084286451,8,9,128,0.12720578521839343,0.04193481968508826,0.06348341923057069,0.05305085708096158,-0.06065184995532036,-0.0006529525417955393,sledgehammer,ideal,AMBER_932.jpg
936,0.063626168637226,4,9,118,0.044634805992245674,-0.0012353211641311646,0.07775317918747619,-0.02468531671911478,-0.03249065909120771,0.00867212548581024,ideal,bad_hallu,AMBER_936.jpg
943,-0.09967042732695564,3,7,121,-0.09852122950057189,-0.013791737811905997,0.12669727510152157,-0.03759696326839427,-0.04625874970640455,0.027205825583174324,bad_hallu,bad_hallu,AMBER_943.jpg
962,0.05749779840310414,3,5,112,0.22337855895360312,-0.19859932959079743,0.0633979762164577,0.1010667085647583,-0.16690922379493714,0.007495083758980259,ideal,ideal,AMBER_962.jpg
963,0.2100933926736616,2,15,96,0.0984474690631032,0.03397500664832478,0.08646560785269639,0.059945620596408844,0.004217521194368601,0.014204623274134617,sledgehammer,sledgehammer,AMBER_963.jpg
964,0.25421603359576883,4,19,93,0.12988693080842495,0.04747071449884587,0.07906349594964662,0.05001586303114891,0.012597977693267717,0.00831941561342059,sledgehammer,sledgehammer,AMBER_964.jpg
972,0.32464271813713774,4,19,138,0.15899726331917918,0.06004474760266021,0.07481472373373159,0.07778557809797348,0.017419078813729453,0.00991658727491639,sledgehammer,sledgehammer,AMBER_972.jpg
979,0.5754579002796095,2,27,94,0.387751440750435,0.013954181666863238,0.09657073121164172,0.21189798787236214,-0.007232223626184957,0.026933058248841218,sledgehammer,ideal,AMBER_979.jpg
980,-0.025297593822081892,2,9,113,0.008046470582485199,-0.04774792989095052,0.07539929250620558,0.0005300864577293396,-0.05944193402926127,0.006471493091575943,ideal,ideal,AMBER_980.jpg
981,0.13897370525768826,2,7,117,0.08806115388870239,-0.015624076128005981,0.025991476392189523,0.04156696796417236,-0.04682386772973197,-0.005484444660767083,ideal,ideal,AMBER_981.jpg
985,0.27528831332921977,2,5,125,0.09757132828235626,0.04449516534805298,0.14220391750776512,0.05747620761394501,-0.032995229959487914,0.01730846485299376,sledgehammer,ideal,AMBER_985.jpg
986,-0.11925729980071387,3,5,83,-0.051805153489112854,-0.07103371918201447,0.06274660565921598,-0.029578035076459248,-0.09127221703529358,0.009565907044549628,bad_hallu,bad_hallu,AMBER_986.jpg
991,0.19357046286265053,4,3,72,0.09617429971694946,0.03385533640782038,0.07491262713539562,0.0607936829328537,0.016367629170417786,0.006959910420398676,sledgehammer,sledgehammer,AMBER_991.jpg
